chr	start	end	strand	region_type	Geneid	gene_name	gene_type	hgnc_id	mouse_ortholog	data_contact	date	script
chr21	46188141	46228824	-	Gene|deleted	ENSG00000160285.15	LSS	protein_coding	HGNC:6708	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46220269	46225364	+	Gene|deleted	ENSG00000223901.2	AP001469.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46246890	46247682	+	Gene|deleted	ENSG00000228137.1	AP001469.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46251549	46254133	-	Gene|deleted	ENSG00000239415.1	AP001469.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46286342	46297751	+	Gene|triplicated	ENSG00000182362.14	YBEY	protein_coding	HGNC:1299	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46300181	46323875	-	Gene|triplicated	ENSG00000160298.17	C21orf58	protein_coding	HGNC:1300	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46324141	46445769	+	Gene|triplicated	ENSG00000160299.17	PCNT	protein_coding	HGNC:16068	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46326288	46326491	+	Gene|triplicated	ENSG00000286224.1	AP000471.1	protein_coding	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46420553	46421034	-	Gene|triplicated	ENSG00000225043.1	RPL18AP2	processed_pseudogene	HGNC:23774	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46458891	46570015	+	Gene|triplicated	ENSG00000160305.18	DIP2A	protein_coding	HGNC:17217	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46462471	46469306	+	Gene|triplicated	ENSG00000223692.1	DIP2A-IT1	lncRNA	HGNC:41430	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46525618	46525722	+	Gene|triplicated	ENSG00000202239.1	RNU6-396P	snRNA	HGNC:47359	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46598604	46605208	-	Gene|triplicated	ENSG00000160307.10	S100B	protein_coding	HGNC:10500	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46635595	46665124	+	Gene|triplicated	ENSG00000160310.18	PRMT2	protein_coding	HGNC:5186	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46653558	46654022	-	Gene|triplicated	ENSG00000230982.1	DSTNP1	processed_pseudogene	HGNC:23769	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	46690764	46691226	+	Gene|triplicated	ENSG00000212932.3	RPL23AP4	processed_pseudogene	HGNC:10321	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
